"CUSTOMER_ID","FIRST_NAME","LAST_NAME","WEALTH","INCOME","CUSTOMER_DMG_SEGMENT","CUSTOMER_VALUE_SEGMENT","OCCUPATION","HIGHEST_CREDIT_CARD_LIMIT","DELINQUENCY_STATUS","MAX_CC_SPENT_AMOUNT","MAX_CC_SPENT_AMOUNT_PREV","RESIDENTIAL_STATUS"
82853,"""Mike""","""Ross""","Poor",2150,"Segment4","Bronze","Technician",6450,"Three Months Late",1290,1935,"Tenant"
15093,"Ellia","Walker","Poor",2150,"Segment4","Bronze","Professional",6450,"One Month Late",1290,2580,"Tenant"
15093,"""Ellia""","""Walker""","Poor",2150,"Segment4","Bronze","Professional",6450,"One Month Late",1290,2580,"Tenant"
62017,"April","Johnston","Average",2150,"Segment3","Silver","Farmer",6450,"More Than Four Months",1290,2580,"Tenant"
62017,"""April""","""Johnston""","Average",2150,"Segment3","Silver","Farmer",6450,"More Than Four Months",1290,2580,"Tenant"
75068,"Reid","Myers","Average",2150,"Segment3","Silver","Technician",6450,"Three Months Late",1290,3870,"Tenant"
75068,"""Reid""","""Myers""","Average",2150,"Segment3","Silver","Technician",6450,"Three Months Late",1290,3870,"Tenant"
1696,"Roman","Hawkins","Average",2150,"Segment3","Silver","Clerical",6450,"Four Months Late",1290,5160,"Tenant"
1696,"""Roman""","""Hawkins""","Average",2150,"Segment3","Silver","Clerical",6450,"Four Months Late",1290,5160,"Tenant"
64887,"Audrey","Kelly","Poor",2150,"Segment4","Bronze","Clerical",6450,"More Than Four Months",1290,5160,"Tenant"
64887,"""Audrey""","""Kelly""","Poor",2150,"Segment4","Bronze","Clerical",6450,"More Than Four Months",1290,5160,"Tenant"
93472,"Alford","Alexander","Average",2150,"Segment3","Silver","Army",6450,"One Month Late",1290,5160,"Tenant"
93472,"""Alford""","""Alexander""","Average",2150,"Segment3","Silver","Army",6450,"One Month Late",1290,5160,"Tenant"
47977,"Deanna","Murphy","Poor",2150,"Segment4","Bronze","Professional",6450,"Two Months Late",1290,5805,"Tenant"
47977,"""Deanna""","""Murphy""","Poor",2150,"Segment4","Bronze","Professional",6450,"Two Months Late",1290,5805,"Tenant"
47404,"Gianna","Richardson","Very Poor",500,"Segment5","Bronze","Army",1500,"Two Months Late",1350,900,"Family Home"
47404,"""Gianna""","""Richardson""","Very Poor",500,"Segment5","Bronze","Army",1500,"Two Months Late",1350,900,"Family Home"
52643,"Alina","Warren","Very Poor",500,"Segment5","Bronze","Manager",1500,"Two Months Late",1350,900,"Family Home"
52643,"""Alina""","""Warren""","Very Poor",500,"Segment5","Bronze","Manager",1500,"Two Months Late",1350,900,"Family Home"
58329,"Kirsten","Elliott","Very Poor",500,"Segment5","Bronze","Worker",1500,"Four Months Late",1350,450,"Tenant"
58329,"""Kirsten""","""Elliott""","Very Poor",500,"Segment5","Bronze","Worker",1500,"Four Months Late",1350,450,"Tenant"
26766,"Carina","Holmes","Very Poor",500,"Segment5","Bronze","Professional",1500,"Four Months Late",1350,750,"Tenant"
26766,"""Carina""","""Holmes""","Very Poor",500,"Segment5","Bronze","Professional",1500,"Four Months Late",1350,750,"Tenant"
66510,"Adam","Morrison","Very Poor",500,"Segment5","Bronze","Professional",1500,"One Month Late",1350,750,"Family Home"
66510,"""Adam""","""Morrison""","Very Poor",500,"Segment5","Bronze","Professional",1500,"One Month Late",1350,750,"Family Home"
86553,"Freddie","Mitchell","Very Poor",500,"Segment5","Bronze","Army",1500,"Three Months Late",1350,1050,"Tenant"
86553,"""Freddie""","""Mitchell""","Very Poor",500,"Segment5","Bronze","Army",1500,"Three Months Late",1350,1050,"Tenant"
56416,"Owen","Miller","Very Poor",500,"Segment5","Bronze","Clerical",1500,"One Month Late",1350,1350,"Family Home"
56416,"""Owen""","""Miller""","Very Poor",500,"Segment5","Bronze","Clerical",1500,"One Month Late",1350,1350,"Family Home"
81985,"Roman","Lloyd","Rich",5250,"","Silver","Professional",15750,"Normal",1575,6300,"Owner"
81985,"""Roman""","""Lloyd""","Rich",5250,"","Silver","Professional",15750,"Normal",1575,6300,"Owner"
85420,"Edith","Harrison","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",1575,6300,"Owner"
85420,"""Edith""","""Harrison""","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",1575,6300,"Owner"
33656,"Henry","Jones","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",1575,3150,"Tenant"
33656,"""Henry""","""Jones""","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",1575,3150,"Tenant"
23406,"Caroline","Allen","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",1575,7875,"Owner"
23406,"""Caroline""","""Allen""","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",1575,7875,"Owner"
72671,"James","Henderson","Very Rich",5250,"Segment1","Gold","Manager",15750,"Normal",1575,7875,"Owner"
72671,"""James""","""Henderson""","Very Rich",5250,"Segment1","Gold","Manager",15750,"Normal",1575,7875,"Owner"
99167,"Tara","Reed","Very Rich",5250,"Segment1","Gold","Professional",15750,"Normal",1575,7875,"Owner"
99167,"""Tara""","""Reed""","Very Rich",5250,"Segment1","Gold","Professional",15750,"Normal",1575,7875,"Owner"
22905,"Chloe","Murphy","Rich",5250,"Segment2","Silver","Professional",15750,"Normal",1575,11025,"Tenant"
22905,"""Chloe""","""Murphy""","Rich",5250,"Segment2","Silver","Professional",15750,"Normal",1575,11025,"Tenant"
2807,"Adele","Turner","Average",2750,"Segment3","Silver","Professional",8250,"Two Months Late",1650,825,"Tenant"
2807,"""Adele""","""Turner""","Average",2750,"Segment3","Silver","Professional",8250,"Two Months Late",1650,825,"Tenant"
27221,"Maria","Brown","Poor",2750,"","Bronze","Army",8250,"Two Months Late",1650,825,"Tenant"
27221,"""Maria""","""Brown""","Poor",2750,"","Bronze","Army",8250,"Two Months Late",1650,825,"Tenant"
82717,"Caroline","Moore","Poor",2750,"Segment4","Bronze","Technician",8250,"More Than Four Months",1650,825,"Tenant"
82717,"""Caroline""","""Moore""","Poor",2750,"Segment4","Bronze","Technician",8250,"More Than Four Months",1650,825,"Tenant"
44317,"Adele","Thompson","Poor",2750,"Segment4","Bronze","Worker",8250,"Normal",1650,1650,"Tenant"
44317,"""Adele""","""Thompson""","Poor",2750,"Segment4","Bronze","Worker",8250,"Normal",1650,1650,"Tenant"
23605,"Bruce","Howard","Average",2750,"Segment3","Silver","Army",8250,"One Month Late",1650,2475,"Tenant"
23605,"""Bruce""","""Howard""","Average",2750,"Segment3","Silver","Army",8250,"One Month Late",1650,2475,"Tenant"
62361,"Sawyer","Johnson","Poor",2750,"Segment4","Bronze","Technician",8250,"Normal",1650,2475,"Tenant"
62361,"""Sawyer""","""Johnson""","Poor",2750,"Segment4","Bronze","Technician",8250,"Normal",1650,2475,"Tenant"
63114,"Preston","Nelson","Average",2750,"Segment3","Silver","Worker",,"Three Months Late",1650,2475,"Tenant"
63114,"""Preston""","""Nelson""","Average",2750,"Segment3","Silver","Worker",,"Three Months Late",1650,2475,"Tenant"
25916,"Kevin","Gray","Average",2750,"Segment3","Silver","Farmer",8250,"Four Months Late",1650,4125,"Tenant"
25916,"""Kevin""","""Gray""","Average",2750,"Segment3","Silver","Farmer",8250,"Four Months Late",1650,4125,"Tenant"
78024,"Adrianna","Hamilton","Average",2750,"Segment3","Silver","Manager",8250,"Two Months Late",1650,4125,"Tenant"
78024,"""Adrianna""","""Hamilton""","Average",2750,"Segment3","Silver","Manager",8250,"Two Months Late",1650,4125,"Tenant"
7412,"Lydia","Howard","Poor",2750,"Segment4","Bronze","Technician",8250,"Two Months Late",1650,4950,"Tenant"
7412,"""Lydia""","""Howard""","Poor",2750,"Segment4","Bronze","Technician",8250,"Two Months Late",1650,4950,"Tenant"
22415,"Lucia","Thomas","Poor",2750,"Segment4","Bronze","Worker",8250,"Three Months Late",1650,4950,"Tenant"
22415,"""Lucia""","""Thomas""","Poor",2750,"Segment4","Bronze","Worker",8250,"Three Months Late",1650,4950,"Tenant"
38028,"Fiona","Johnson","Average",2750,"Segment3","Silver","Worker",8250,"Three Months Late",1650,4950,"Tenant"
38028,"""Fiona""","""Johnson""","Average",2750,"Segment3","Silver","Worker",8250,"Three Months Late",1650,4950,"Tenant"
56902,"Arnold","Hill","Average",2750,"Segment3","Silver","Manager",8250,"Three Months Late",1650,7425,"Tenant"
56902,"""Arnold""","""Hill""","Average",2750,"Segment3","Silver","Manager",8250,"Three Months Late",1650,7425,"Tenant"
99010,"Tara","Miller","Rich",6250,"Segment2","Silver","Manager",18750,"Normal",1875,9375,"Owner"
99010,"""Tara""","""Miller""","Rich",6250,"Segment2","Silver","Manager",18750,"Normal",1875,9375,"Owner"
36307,"Andrew","Bailey","Very Rich",6250,"Segment1","Gold","Manager",18750,"Normal",1875,15000,"Owner"
36307,"""Andrew""","""Bailey""","Very Rich",6250,"Segment1","Gold","Manager",18750,"Normal",1875,15000,"Owner"
35962,"Alina","Edwards","Very Rich",6250,"Segment1","Gold","Professional",18750,"Normal",1875,13125,"Owner"
35962,"""Alina""","""Edwards""","Very Rich",6250,"Segment1","Gold","Professional",18750,"Normal",1875,13125,"Owner"
260,"Patrick","Hall","Average",2150,"Segment3","Silver","Manager",6450,"More Than Four Months",1935,,"Tenant"
260,"""Patrick""","""Hall""","Average",2150,"Segment3","Silver","Manager",6450,"More Than Four Months",1935,,"Tenant"
14474,"Reid","Carroll","Average",2150,"Segment3","Silver","Professional",6450,"More Than Four Months",1935,645,"Tenant"
14474,"""Reid""","""Carroll""","Average",2150,"Segment3","Silver","Professional",6450,"More Than Four Months",1935,645,"Tenant"
58835,"Catherine","Alexander","Average",2150,"Segment3","Silver","Clerical",6450,"One Month Late",1935,645,"Tenant"
58835,"""Catherine""","""Alexander""","Average",2150,"Segment3","Silver","Clerical",6450,"One Month Late",1935,645,"Tenant"
63099,"Aldus","Kelly","Average",2150,"Segment3","Silver","Army",6450,"Normal",1935,3225,"Tenant"
63099,"""Aldus""","""Kelly""","Average",2150,"Segment3","Silver","Army",6450,"Normal",1935,3225,"Tenant"
60236,"Martin","Cameron","Average",2150,"Segment3","Silver","Clerical",6450,"Three Months Late",1935,3870,"Tenant"
60236,"""Martin""","""Cameron""","Average",2150,"Segment3","Silver","Clerical",6450,"Three Months Late",1935,3870,"Tenant"
52269,"Ashton","Barnes","Average",2150,"Segment3","Silver","Technician",6450,"Four Months Late",1935,5160,"Tenant"
52269,"""Ashton""","""Barnes""","Average",2150,"Segment3","Silver","Technician",6450,"Four Months Late",1935,5160,"Tenant"
62601,"Adelaide","Taylor","Rich",3750,"Segment2","Silver","Manager",11250,"Normal",2250,4500,"Tenant"
62601,"""Adelaide""","""Taylor""","Rich",3750,"Segment2","Silver","Manager",11250,"Normal",2250,4500,"Tenant"
72294,"Carlos","Hunt","Average",3750,"Segment3","Silver","Worker",11250,"Four Months Late",2250,4500,"Tenant"
72294,"""Carlos""","""Hunt""","Average",3750,"Segment3","Silver","Worker",11250,"Four Months Late",2250,4500,"Tenant"
96501,"April","Lloyd","Average",3750,"Segment3","Silver","Manager",11250,"One Month Late",2250,9000,"Tenant"
96501,"""April""","""Lloyd""","Average",3750,"Segment3","Silver","Manager",11250,"One Month Late",2250,9000,"Tenant"
26161,"Rubie","Stewart","Average",3750,"Segment3","Silver","Army",11250,"Normal",2250,3375,""
26161,"""Rubie""","""Stewart""","Average",3750,"Segment3","Silver","Army",11250,"Normal",2250,3375,""
28487,"Brooke","Parker","Average",,"Segment3","Silver","Worker",11250,"One Month Late",2250,5625,"Tenant"
28487,"""Brooke""","""Parker""","Average",,"Segment3","Silver","Worker",11250,"One Month Late",2250,5625,"Tenant"
84237,"Cadie","Miller","Average",3750,"Segment3","Silver","Farmer",11250,"One Month Late",2250,6750,"Tenant"
84237,"""Cadie""","""Miller""","Average",3750,"Segment3","Silver","Farmer",11250,"One Month Late",2250,6750,"Tenant"
14663,"Sam","Richards","Poor",2750,"Segment4","Bronze","Farmer",8250,"Two Months Late",2475,6600,"Tenant"
14663,"""Sam""","""Richards""","Poor",2750,"Segment4","Bronze","Farmer",8250,"Two Months Late",2475,6600,"Tenant"
38287,"Charlotte","Riley","Poor",2750,"Segment4","Bronze","Worker",8250,"Three Months Late",2475,825,"Tenant"
38287,"""Charlotte""","""Riley""","Poor",2750,"Segment4","Bronze","Worker",8250,"Three Months Late",2475,825,"Tenant"
26534,"William","Wilson","Average",2750,"Segment3","Silver","Farmer",8250,"More Than Four Months",2475,1650,"Tenant"
26534,"""William""","""Wilson""","Average",2750,"Segment3","Silver","Farmer",8250,"More Than Four Months",2475,1650,"Tenant"
42559,"Dale","Richards","Poor",2750,"Segment4","Bronze","Professional",8250,"Four Months Late",2475,1650,"Tenant"
42559,"""Dale""","""Richards""","Poor",2750,"Segment4","Bronze","Professional",8250,"Four Months Late",2475,1650,"Tenant"
78121,"Briony","Morris","Average",2750,"Segment3","Silver","Army",8250,"More Than Four Months",2475,1650,"Tenant"
78121,"""Briony""","""Morris""","Average",2750,"Segment3","Silver","Army",8250,"More Than Four Months",2475,1650,"Tenant"
99423,"Deanna","Carroll","Average",2750,"Segment3","","Clerical",8250,"Two Months Late",2475,1650,"Tenant"
99423,"""Deanna""","""Carroll""","Average",2750,"Segment3","","Clerical",8250,"Two Months Late",2475,1650,"Tenant"
61799,"Clark","Crawford","Average",2750,"Segment3","Silver","Technician",8250,"More Than Four Months",2475,4125,"Tenant"
61799,"""Clark""","""Crawford""","Average",2750,"Segment3","Silver","Technician",8250,"More Than Four Months",2475,4125,"Tenant"
66366,"Thomas","Howard","Average",2750,"Segment3","Silver","Manager",8250,"One Month Late",2475,5775,"Tenant"
66366,"""Thomas""","""Howard""","Average",2750,"Segment3","Silver","Manager",8250,"One Month Late",2475,5775,"Tenant"
54055,"Alberta","Alexander","Poor",2750,"Segment4","Bronze","Farmer",8250,"More Than Four Months",2475,7425,"Tenant"
54055,"""Alberta""","""Alexander""","Poor",2750,"Segment4","Bronze","Farmer",8250,"More Than Four Months",2475,7425,"Tenant"
90505,"Kristian","Martin","Average",2750,"Segment3","Silver","Worker",8250,"Two Months Late",2475,7425,"Tenant"
90505,"""Kristian""","""Martin""","Average",2750,"Segment3","Silver","Worker",8250,"Two Months Late",2475,7425,"Tenant"
95178,"Gianna","Stevens","Poor",2750,"Segment4","Bronze","Army",8250,"One Month Late",2475,7425,"Tenant"
95178,"""Gianna""","""Stevens""","Poor",2750,"Segment4","Bronze","Army",8250,"One Month Late",2475,7425,"Tenant"
22341,"Rebecca","Roberts","Rich",4250,"Segment2","Silver","Professional",12750,"Normal",2550,5100,"Owner"
22341,"""Rebecca""","""Roberts""","Rich",4250,"Segment2","Silver","Professional",12750,"Normal",2550,5100,"Owner"
81622,"Kirsten","Smith","Very Rich",4250,"Segment1","Gold","Professional",12750,"Normal",2550,1275,"Tenant"
81622,"""Kirsten""","""Smith""","Very Rich",4250,"Segment1","Gold","Professional",12750,"Normal",2550,1275,"Tenant"
35580,"Steven","Harrison","Very Rich",4250,"Segment1","Gold","Professional",12750,"Normal",2550,6375,"Owner"
35580,"""Steven""","""Harrison""","Very Rich",4250,"Segment1","Gold","Professional",12750,"Normal",2550,6375,"Owner"
50772,"Natalie","Turner","Rich",4250,"Segment2","Silver","Manager",12750,"Normal",2550,8925,"Owner"
50772,"""Natalie""","""Turner""","Rich",4250,"Segment2","Silver","Manager",12750,"Normal",2550,8925,"Owner"
87933,"Olivia","Myers","Average",2150,"Segment3","Silver","Worker",6450,"Three Months Late",2580,645,"Tenant"
87933,"""Olivia""","""Myers""","Average",2150,"Segment3","Silver","Worker",6450,"Three Months Late",2580,645,"Tenant"
63271,"Madaline","Brooks","Poor",,"Segment4","Bronze","Professional",6450,"More Than Four Months",2580,1290,"Tenant"
63271,"""Madaline""","""Brooks""","Poor",,"Segment4","Bronze","Professional",6450,"More Than Four Months",2580,1290,"Tenant"
13772,"Kristian","Bailey","Poor",2150,"Segment4","Bronze","Worker",6450,"Four Months Late",2580,3225,"Tenant"
13772,"""Kristian""","""Bailey""","Poor",2150,"Segment4","Bronze","Worker",6450,"Four Months Late",2580,3225,"Tenant"
61296,"Ellia","Bennett","Poor",2150,"Segment4","Bronze","Clerical",6450,"Two Months Late",2580,3225,"Tenant"
61296,"""Ellia""","""Bennett""","Poor",2150,"Segment4","Bronze","Clerical",6450,"Two Months Late",2580,3225,"Tenant"
74880,"Jenna","Nelson","Average",2150,"Segment3","Silver","Technician",6450,"Three Months Late",2580,3870,"Tenant"
74880,"""Jenna""","""Nelson""","Average",2150,"Segment3","Silver","Technician",6450,"Three Months Late",2580,3870,"Tenant"
57813,"Lydia","Spencer","Poor",2150,"Segment4","Bronze","Professional",6450,"One Month Late",2580,4515,"Tenant"
57813,"""Lydia""","""Spencer""","Poor",2150,"Segment4","Bronze","Professional",6450,"One Month Late",2580,4515,"Tenant"
88355,"Natalie","Morgan","Poor",2150,"Segment4","Bronze","Technician",6450,"Normal",2580,5805,"Tenant"
88355,"""Natalie""","""Morgan""","Poor",2150,"Segment4","Bronze","Technician",6450,"Normal",2580,5805,"Tenant"
61974,"Jack","Chapman","Rich",5250,"Segment2","Silver","Professional",15750,"Normal",3150,,"Owner"
61974,"""Jack""","""Chapman""","Rich",5250,"Segment2","Silver","Professional",15750,"Normal",3150,,"Owner"
84288,"Florrie","Casey","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",3150,9450,"Tenant"
84288,"""Florrie""","""Casey""","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",3150,9450,"Tenant"
413,"Elian","Holmes","Rich",5250,"Segment2","Silver","Professional",15750,"One Month Late",3150,12600,"Owner"
413,"""Elian""","""Holmes""","Rich",5250,"Segment2","Silver","Professional",15750,"One Month Late",3150,12600,"Owner"
33001,"Justin","Martin","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",3150,14175,"Tenant"
33001,"""Justin""","""Martin""","Rich",5250,"Segment2","Silver","Manager",15750,"Normal",3150,14175,"Tenant"
71965,"Nicole","Montgomery","Poor",2150,"Segment4","Bronze","Clerical",6450,"Normal",3225,645,"Tenant"
71965,"""Nicole""","""Montgomery""","Poor",2150,"Segment4","Bronze","Clerical",6450,"Normal",3225,645,"Tenant"
61700,"James","Thomas","Poor",,"Segment4","Bronze","Army",6450,"One Month Late",3225,2580,"Tenant"
61700,"""James""","""Thomas""","Poor",,"Segment4","Bronze","Army",6450,"One Month Late",3225,2580,"Tenant"
87718,"Tiana","Hill","Average",2150,"Segment3","Silver","Professional",6450,"Two Months Late",3225,2580,"Tenant"
87718,"""Tiana""","""Hill""","Average",2150,"Segment3","Silver","Professional",6450,"Two Months Late",3225,2580,"Tenant"
80869,"Haris","Stewart","Average",2150,"Segment3","Silver","Clerical",6450,"More Than Four Months",3225,3225,"Tenant"
80869,"""Haris""","""Stewart""","Average",2150,"Segment3","Silver","Clerical",6450,"More Than Four Months",3225,3225,"Tenant"
38529,"Alan","Farrell","Poor",2150,"Segment4","Bronze","Professional",6450,"One Month Late",3225,4515,"Tenant"
38529,"""Alan""","""Farrell""","Poor",2150,"Segment4","Bronze","Professional",6450,"One Month Late",3225,4515,"Tenant"
60212,"Edgar","Andrews","Average",2150,"Segment3","Silver","Army",6450,"Four Months Late",3225,4515,"Tenant"
60212,"""Edgar""","""Andrews""","Average",2150,"Segment3","Silver","Army",6450,"Four Months Late",3225,4515,"Tenant"
68425,"Preston","Rogers","Poor",2150,"Segment4","Bronze","Farmer",6450,"One Month Late",3225,4515,"Tenant"
68425,"""Preston""","""Rogers""","Poor",2150,"Segment4","Bronze","Farmer",6450,"One Month Late",3225,4515,"Tenant"
87322,"Jasmine","Hawkins","Average",2150,"Segment3","Silver","Clerical",6450,"One Month Late",3225,5805,"Tenant"
87322,"""Jasmine""","""Hawkins""","Average",2150,"Segment3","Silver","Clerical",6450,"One Month Late",3225,5805,"Tenant"
95313,"Sabrina","Ferguson","Poor",2150,"Segment4","Bronze","Army",6450,"Two Months Late",3225,5805,"Tenant"
95313,"""Sabrina""","""Ferguson""","Poor",2150,"Segment4","Bronze","Army",6450,"Two Months Late",3225,5805,"Tenant"
82534,"Valeria","Armstrong","Average",3750,"Segment3","Silver","Technician",11250,"Normal",3375,9000,"Tenant"
82534,"""Valeria""","""Armstrong""","Average",3750,"Segment3","Silver","Technician",11250,"Normal",3375,9000,"Tenant"
41271,"Kirsten","Clark","Rich",3750,"Segment2","Silver","Manager",11250,"Normal",3375,2250,"Tenant"
41271,"""Kirsten""","""Clark""","Rich",3750,"Segment2","Silver","Manager",11250,"Normal",3375,2250,"Tenant"
17243,"April","Perkins","Rich",3750,"Segment2","Silver","Professional",11250,"Normal",3375,5625,"Owner"
17243,"""April""","""Perkins""","Rich",3750,"Segment2","Silver","Professional",11250,"Normal",3375,5625,"Owner"
28022,"Aiden","Jones","Average",3750,"Segment3","Silver","Technician",11250,"Two Months Late",3375,6750,"Tenant"
28022,"""Aiden""","""Jones""","Average",3750,"Segment3","Silver","Technician",11250,"Two Months Late",3375,6750,"Tenant"
86349,"Deanna","Alexander","Rich",3750,"Segment2","Silver","Professional",11250,"Normal",3375,7874,"Tenant"
86349,"""Deanna""","""Alexander""","Rich",3750,"Segment2","Silver","Professional",11250,"Normal",3375,7874,"Tenant"
72167,"Daniel","Allen","Rich",6250,"","Silver","Professional",18750,"Normal",3750,9375,"Tenant"
72167,"""Daniel""","""Allen""","Rich",6250,"","Silver","Professional",18750,"Normal",3750,9375,"Tenant"
12701,"Martin","Armstrong","Rich",6250,"Segment2","Silver","Professional",18750,"",3750,13125,"Owner"
12701,"""Martin""","""Armstrong""","Rich",6250,"Segment2","Silver","Professional",18750,"",3750,13125,"Owner"
39749,"Daniel","Wells","",6250,"Segment2","Silver","Manager",18750,"Normal",3750,13125,"Owner"
39749,"""Daniel""","""Wells""","",6250,"Segment2","Silver","Manager",18750,"Normal",3750,13125,"Owner"
16911,"Henry","Brooks","Rich",4250,"Segment2","Silver","Manager",12750,"Normal",3825,1275,"Tenant"
16911,"""Henry""","""Brooks""","Rich",4250,"Segment2","Silver","Manager",12750,"Normal",3825,1275,"Tenant"
47340,"Aida","Ellis","Rich",4250,"Segment2","Silver","Professional",12750,"One Month Late",3825,2550,"Owner"
47340,"""Aida""","""Ellis""","Rich",4250,"Segment2","Silver","Professional",12750,"One Month Late",3825,2550,"Owner"
90593,"Joyce","Harris","Rich",4250,"Segment2","Silver","Manager",12750,"Normal",3825,3825,"Tenant"
90593,"""Joyce""","""Harris""","Rich",4250,"Segment2","Silver","Manager",12750,"Normal",3825,3825,"Tenant"
88538,"Frederick","Cooper","Rich",4250,"Segment2","Silver","Manager",12750,"One Month Late",3825,7650,"Owner"
88538,"""Frederick""","""Cooper""","Rich",4250,"Segment2","Silver","Manager",12750,"One Month Late",3825,7650,"Owner"
15379,"Lily","Cooper","Very Rich",4250,"Segment1","Gold","Manager",12750,"Normal",3825,8925,"Tenant"
15379,"""Lily""","""Cooper""","Very Rich",4250,"Segment1","Gold","Manager",12750,"Normal",3825,8925,"Tenant"
22395,"Arianna","Wright","Rich",4250,"Segment2","Silver","Professional",12750,"One Month Late",3825,8925,"Owner"
22395,"""Arianna""","""Wright""","Rich",4250,"Segment2","Silver","Professional",12750,"One Month Late",3825,8925,"Owner"
47522,"Frederick","Henderson","Poor",2150,"Segment4","Bronze","Manager",6450,"Three Months Late",3870,645,"Tenant"
47522,"""Frederick""","""Henderson""","Poor",2150,"Segment4","Bronze","Manager",6450,"Three Months Late",3870,645,"Tenant"
26560,"Honey","Wright","Poor",2150,"Segment4","Bronze","Professional",6450,"More Than Four Months",3870,1290,"Tenant"
26560,"""Honey""","""Wright""","Poor",2150,"Segment4","Bronze","Professional",6450,"More Than Four Months",3870,1290,"Tenant"
52486,"Henry","Edwards","Average",2150,"Segment3","Silver","",6450,"Four Months Late",3870,2580,"Tenant"
52486,"""Henry""","""Edwards""","Average",2150,"Segment3","Silver","",6450,"Four Months Late",3870,2580,"Tenant"
75475,"Daisy","Rogers","Poor",2150,"Segment4","Bronze","Professional",6450,"Four Months Late",3870,2580,"Tenant"
75475,"""Daisy""","""Rogers""","Poor",2150,"Segment4","Bronze","Professional",6450,"Four Months Late",3870,2580,"Tenant"
21383,"Nicole","Brown","Average",2150,"Segment3","Silver","Professional",6450,"Normal",3870,3870,"Tenant"
21383,"""Nicole""","""Brown""","Average",2150,"Segment3","Silver","Professional",6450,"Normal",3870,3870,"Tenant"
54411,"Dexter","Ross","Poor",2150,"Segment4","Bronze","Farmer",6450,"Three Months Late",3870,3870,"Tenant"
54411,"""Dexter""","""Ross""","Poor",2150,"Segment4","Bronze","Farmer",6450,"Three Months Late",3870,3870,"Tenant"
95633,"Amber","Hawkins","Poor",2150,"Segment4","Bronze","Technician",6450,"One Month Late",3870,3870,"Tenant"
95633,"""Amber""","""Hawkins""","Poor",2150,"Segment4","Bronze","Technician",6450,"One Month Late",3870,3870,"Tenant"
67864,"Vanessa","Nelson","Average",2150,"Segment3","Silver","Army",6450,"Three Months Late",3870,4515,"Tenant"
67864,"""Vanessa""","""Nelson""","Average",2150,"Segment3","Silver","Army",6450,"Three Months Late",3870,4515,"Tenant"
24872,"Henry","Anderson","Poor",2750,"Segment4","Bronze","Army",8250,"Four Months Late",4125,3300,"Tenant"
24872,"""Henry""","""Anderson""","Poor",2750,"Segment4","Bronze","Army",8250,"Four Months Late",4125,3300,"Tenant"
43959,"Max","Ross","Average",2750,"Segment3","Silver","Clerical",8250,"More Than Four Months",4125,3300,"Tenant"
43959,"""Max""","""Ross""","Average",2750,"Segment3","Silver","Clerical",8250,"More Than Four Months",4125,3300,"Tenant"
3057,"Savana","Evans","Average",2750,"Segment3","Silver","Worker",8250,"One Month Late",4125,6600,"Tenant"
3057,"""Savana""","""Evans""","Average",2750,"Segment3","Silver","Worker",8250,"One Month Late",4125,6600,"Tenant"
76697,"Amber","Ellis","Poor",2750,"Segment4","Bronze","Worker",8250,"Three Months Late",4125,6600,"Tenant"
76697,"""Amber""","""Ellis""","Poor",2750,"Segment4","Bronze","Worker",8250,"Three Months Late",4125,6600,"Tenant"
80760,"Alford","Phillips","Average",2750,"Segment3","Silver","Army",8250,"More Than Four Months",4125,6600,"Tenant"
80760,"""Alford""","""Phillips""","Average",2750,"Segment3","Silver","Army",8250,"More Than Four Months",4125,6600,"Tenant"
99642,"Oscar","Hunt","Poor",2750,"Segment4","Bronze","Worker",8250,"Normal",4125,6600,"Tenant"
99642,"""Oscar""","""Hunt""","Poor",2750,"Segment4","Bronze","Worker",8250,"Normal",4125,6600,"Tenant"
8538,"Arnold","Davis","Average",2750,"Segment3","","Farmer",8250,"More Than Four Months",4125,825,"Tenant"
8538,"""Arnold""","""Davis""","Average",2750,"Segment3","","Farmer",8250,"More Than Four Months",4125,825,"Tenant"
75606,"Tara","Wright","Poor",2750,"Segment4","Bronze","Manager",8250,"Four Months Late",4125,1650,"Tenant"
75606,"""Tara""","""Wright""","Poor",2750,"Segment4","Bronze","Manager",8250,"Four Months Late",4125,1650,"Tenant"
87991,"Heather","Baker","Average",2750,"Segment3","Silver","Clerical",8250,"Two Months Late",4125,1650,"Tenant"
87991,"""Heather""","""Baker""","Average",2750,"Segment3","Silver","Clerical",8250,"Two Months Late",4125,1650,"Tenant"
4813,"Brooke","Roberts","Average",2750,"Segment3","Silver","Worker",8250,"Two Months Late",4125,2475,"Tenant"
4813,"""Brooke""","""Roberts""","Average",2750,"Segment3","Silver","Worker",8250,"Two Months Late",4125,2475,"Tenant"
51179,"Tyler","Hill","Average",2750,"Segment3","Silver","Farmer",8250,"More Than Four Months",4125,2475,"Tenant"
